familia,unidade_geografica,ano,variavel,valor,unidade_medida,selo,nivel_fonte,fonte,metodo,nota
forma_urbana,mwaladzi,2020,prop_infill_desde_2015,0.0,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),Pixel novo em t1 classificado por densidade de construído em t0 num disco de raio 90 m (limiar infill >= 0.5); leapfrog = densidade 0. n_pixels_novos=15.,"proporção sensível a comissão do mapa; tende a inflar leapfrog (ver docstring do módulo). RESSALVA DE CHURN (docs/ADR/0013): a identidade pixel a pixel de `urbano` troca 31–54% entre anos-âncora — a área é utilizável, a localização não. Toda tipologia depende de QUAL pixel mudou, logo herda essa instabilidade."
forma_urbana,mwaladzi,2025,prop_infill_desde_2020,0.0,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),Pixel novo em t1 classificado por densidade de construído em t0 num disco de raio 90 m (limiar infill >= 0.5); leapfrog = densidade 0. n_pixels_novos=357.,"proporção sensível a comissão do mapa; tende a inflar leapfrog (ver docstring do módulo). RESSALVA DE CHURN (docs/ADR/0013): a identidade pixel a pixel de `urbano` troca 31–54% entre anos-âncora — a área é utilizável, a localização não. Toda tipologia depende de QUAL pixel mudou, logo herda essa instabilidade."
forma_urbana,mwaladzi,2005,prop_leapfrog_desde_2000,0.25,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,Pixel novo em t1 classificado por densidade de construído em t0 num disco de raio 90 m (limiar infill >= 0.5); leapfrog = densidade 0. n_pixels_novos=4.,"proporção sensível a comissão do mapa; tende a inflar leapfrog (ver docstring do módulo). RESSALVA DE CHURN (docs/ADR/0013): a identidade pixel a pixel de `urbano` troca 31–54% entre anos-âncora — a área é utilizável, a localização não. Toda tipologia depende de QUAL pixel mudou, logo herda essa instabilidade."
forma_urbana,mwaladzi,2010,prop_leapfrog_desde_2005,0.2727,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,Pixel novo em t1 classificado por densidade de construído em t0 num disco de raio 90 m (limiar infill >= 0.5); leapfrog = densidade 0. n_pixels_novos=22.,"proporção sensível a comissão do mapa; tende a inflar leapfrog (ver docstring do módulo). RESSALVA DE CHURN (docs/ADR/0013): a identidade pixel a pixel de `urbano` troca 31–54% entre anos-âncora — a área é utilizável, a localização não. Toda tipologia depende de QUAL pixel mudou, logo herda essa instabilidade."
forma_urbana,mwaladzi,2015,prop_leapfrog_desde_2010,0.4043,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,Pixel novo em t1 classificado por densidade de construído em t0 num disco de raio 90 m (limiar infill >= 0.5); leapfrog = densidade 0. n_pixels_novos=601.,"proporção sensível a comissão do mapa; tende a inflar leapfrog (ver docstring do módulo). RESSALVA DE CHURN (docs/ADR/0013): a identidade pixel a pixel de `urbano` troca 31–54% entre anos-âncora — a área é utilizável, a localização não. Toda tipologia depende de QUAL pixel mudou, logo herda essa instabilidade."
forma_urbana,mwaladzi,2020,prop_leapfrog_desde_2015,0.0667,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),Pixel novo em t1 classificado por densidade de construído em t0 num disco de raio 90 m (limiar infill >= 0.5); leapfrog = densidade 0. n_pixels_novos=15.,"proporção sensível a comissão do mapa; tende a inflar leapfrog (ver docstring do módulo). RESSALVA DE CHURN (docs/ADR/0013): a identidade pixel a pixel de `urbano` troca 31–54% entre anos-âncora — a área é utilizável, a localização não. Toda tipologia depende de QUAL pixel mudou, logo herda essa instabilidade."
forma_urbana,mwaladzi,2025,prop_leapfrog_desde_2020,0.2157,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),Pixel novo em t1 classificado por densidade de construído em t0 num disco de raio 90 m (limiar infill >= 0.5); leapfrog = densidade 0. n_pixels_novos=357.,"proporção sensível a comissão do mapa; tende a inflar leapfrog (ver docstring do módulo). RESSALVA DE CHURN (docs/ADR/0013): a identidade pixel a pixel de `urbano` troca 31–54% entre anos-âncora — a área é utilizável, a localização não. Toda tipologia depende de QUAL pixel mudou, logo herda essa instabilidade."
forma_urbana,mwaladzi,2023,regularidade_espacamento_cv,3.7633,adimensional_cv,observado,A,"Google Open Buildings v3, recorte AOI — data/raw/open_buildings_v3_aoi.csv (ver data/raw/open_buildings_v3_aoi.csv.meta.json)","Google Open Buildings v3, edificações atribuídas ao ponto-sede mais próximo (mesma partição de Voronoi das demais métricas de forma urbana), confidence >= 0,65 (piso do próprio recorte, ver docstring).","Coeficiente de variação da distância ao vizinho mais próximo entre edificações. Menor = espaçamento mais uniforme (malha regular, proxy de formal); maior = espaçamento errático (proxy de informal). Componente de rede viária OSM NÃO incluída — não há extrator de malha viária OSM neste repositório (ver docstring do módulo). Proxy parcial, só geometria de edificação. Epoch de Open Buildings v3 aproximado como 2023 (Google não publica data de aquisição por edifício nesta AOI). Não é série temporal — comparável só ao ano informado. Sensível à comissão do mapa (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não interpretar como medição absoluta livre de erro."
forma_urbana,mwaladzi,2023,regularidade_tamanho_cv,1.1068,adimensional_cv,observado,A,"Google Open Buildings v3, recorte AOI — data/raw/open_buildings_v3_aoi.csv (ver data/raw/open_buildings_v3_aoi.csv.meta.json)","Google Open Buildings v3, edificações atribuídas ao ponto-sede mais próximo (mesma partição de Voronoi das demais métricas de forma urbana), confidence >= 0,65 (piso do próprio recorte, ver docstring).","Coeficiente de variação (desvio-padrão/média) da área das edificações. Menor = tamanhos mais homogêneos = proxy de malha mais regular/planejada; maior = mistura de portes = proxy de informalidade. Proxy indireto, não validado em campo. Epoch de Open Buildings v3 aproximado como 2023 (Google não publica data de aquisição por edifício nesta AOI). Não é série temporal — comparável só ao ano informado. Sensível à comissão do mapa (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não interpretar como medição absoluta livre de erro."
forma_urbana,tete,2000,area_km2_assentamento_wsf,24.7752,km2,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","Área cumulativa (ano de detecção <= ano-âncora) do WSF Evolution, menos pegada industrial (Maus et al. 2022 + 150 m), atribuída ao ponto-sede mais próximo (partição de Voronoi entre tete/moatize/cateme/mwaladzi). Ver docstring de pipeline/02_metrics/_common.py.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2005,area_km2_assentamento_wsf,28.7676,km2,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","Área cumulativa (ano de detecção <= ano-âncora) do WSF Evolution, menos pegada industrial (Maus et al. 2022 + 150 m), atribuída ao ponto-sede mais próximo (partição de Voronoi entre tete/moatize/cateme/mwaladzi). Ver docstring de pipeline/02_metrics/_common.py.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2010,area_km2_assentamento_wsf,32.6862,km2,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","Área cumulativa (ano de detecção <= ano-âncora) do WSF Evolution, menos pegada industrial (Maus et al. 2022 + 150 m), atribuída ao ponto-sede mais próximo (partição de Voronoi entre tete/moatize/cateme/mwaladzi). Ver docstring de pipeline/02_metrics/_common.py.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2015,area_km2_assentamento_wsf,39.4479,km2,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","Área cumulativa (ano de detecção <= ano-âncora) do WSF Evolution, menos pegada industrial (Maus et al. 2022 + 150 m), atribuída ao ponto-sede mais próximo (partição de Voronoi entre tete/moatize/cateme/mwaladzi). Ver docstring de pipeline/02_metrics/_common.py.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2000,area_km2_urbano,11.1249,km2,observado,A,"Classificação própria (Random Forest, protocolo único todos os anos) — data/processed/imagery/urbano_2000_30m_32736.tif","Pixel classificado na camada, atribuído ao ponto-sede mais próximo (industrial não é atribuído — é a própria camada).","Área SENSÍVEL à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não usar para CAGR nem para 'quanto cresceu' — só para a PROPORÇÃO entre camadas no mesmo ano/unidade."
forma_urbana,tete,2005,area_km2_urbano,16.6419,km2,observado,A,"Classificação própria (Random Forest, protocolo único todos os anos) — data/processed/imagery/urbano_2005_30m_32736.tif","Pixel classificado na camada, atribuído ao ponto-sede mais próximo (industrial não é atribuído — é a própria camada).","Área SENSÍVEL à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não usar para CAGR nem para 'quanto cresceu' — só para a PROPORÇÃO entre camadas no mesmo ano/unidade."
forma_urbana,tete,2010,area_km2_urbano,23.6214,km2,observado,A,"Classificação própria (Random Forest, protocolo único todos os anos) — data/processed/imagery/urbano_2010_30m_32736.tif","Pixel classificado na camada, atribuído ao ponto-sede mais próximo (industrial não é atribuído — é a própria camada).","Área SENSÍVEL à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não usar para CAGR nem para 'quanto cresceu' — só para a PROPORÇÃO entre camadas no mesmo ano/unidade. 2010 usa Landsat 7 SLC-off (docs/ADR/0005): 26,64% dos pixels da AOI têm menos de 4 observações válidas no composto de estação seca (data/interim/slc_off_2010_cobertura.csv). Métricas derivadas da classificação própria de 2010 (ou de período que usa 2010 como t0/t1) herdam essa cobertura desigual — não é um viés de comissão adicional, é ruído de amostragem de composto que pode inflar heterogeneidade espacial espúria (manchas, densidade de borda, tipologia)."
forma_urbana,tete,2015,area_km2_urbano,29.8485,km2,observado,A,"Classificação própria (Random Forest, protocolo único todos os anos) — data/processed/imagery/urbano_2015_30m_32736.tif","Pixel classificado na camada, atribuído ao ponto-sede mais próximo (industrial não é atribuído — é a própria camada).","Área SENSÍVEL à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não usar para CAGR nem para 'quanto cresceu' — só para a PROPORÇÃO entre camadas no mesmo ano/unidade."
forma_urbana,tete,2020,area_km2_urbano,31.3515,km2,observado,A,"Classificação própria (Random Forest, protocolo único todos os anos) — data/processed/imagery/urbano_2020_30m_32736.tif","Pixel classificado na camada, atribuído ao ponto-sede mais próximo (industrial não é atribuído — é a própria camada).","Área SENSÍVEL à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não usar para CAGR nem para 'quanto cresceu' — só para a PROPORÇÃO entre camadas no mesmo ano/unidade."
forma_urbana,tete,2025,area_km2_urbano,33.8805,km2,observado,A,"Classificação própria (Random Forest, protocolo único todos os anos) — data/processed/imagery/urbano_2025_30m_32736.tif","Pixel classificado na camada, atribuído ao ponto-sede mais próximo (industrial não é atribuído — é a própria camada).","Área SENSÍVEL à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não usar para CAGR nem para 'quanto cresceu' — só para a PROPORÇÃO entre camadas no mesmo ano/unidade."
forma_urbana,tete,2023,area_media_edificacao_m2,45.9,m2,observado,A,"Google Open Buildings v3, recorte AOI — data/raw/open_buildings_v3_aoi.csv (ver data/raw/open_buildings_v3_aoi.csv.meta.json)","Google Open Buildings v3, edificações atribuídas ao ponto-sede mais próximo (mesma partição de Voronoi das demais métricas de forma urbana), confidence >= 0,65 (piso do próprio recorte, ver docstring).","Epoch de Open Buildings v3 aproximado como 2023 (Google não publica data de aquisição por edifício nesta AOI). Não é série temporal — comparável só ao ano informado. Sensível à comissão do mapa (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Não interpretar como medição absoluta livre de erro."
forma_urbana,tete,2000,area_media_manchas_km2_urbano,0.0605,km2,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2000_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=12361. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2005,area_media_manchas_km2_urbano,0.0638,km2,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2005_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=18491. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2010,area_media_manchas_km2_urbano,0.0885,km2,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2010_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=26246. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida. 2010 usa Landsat 7 SLC-off (docs/ADR/0005): 26,64% dos pixels da AOI têm menos de 4 observações válidas no composto de estação seca (data/interim/slc_off_2010_cobertura.csv). Métricas derivadas da classificação própria de 2010 (ou de período que usa 2010 como t0/t1) herdam essa cobertura desigual — não é um viés de comissão adicional, é ruído de amostragem de composto que pode inflar heterogeneidade espacial espúria (manchas, densidade de borda, tipologia)."
forma_urbana,tete,2015,area_media_manchas_km2_urbano,0.1066,km2,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2015_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=33165. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2020,area_media_manchas_km2_urbano,0.1077,km2,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2020_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=34835. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2025,area_media_manchas_km2_urbano,0.1008,km2,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2025_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=37645. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2005,cagr_pct_ano_desde_2000_assentamento_wsf,3.0332,%/ano,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","CAGR = (area(2005)/area(2000))^(1/5) - 1, sobre a série WSF acima.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2015,cagr_pct_ano_desde_2000_assentamento_wsf,3.1495,%/ano,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif",CAGR do intervalo inteiro observado pelo WSF: 2000-2015.,"Nota do ADR 0008: 2005-2010 e 2010-2015 têm a mesma mediana de observações da classificação própria (4) e são o trecho menos contaminado por viés de sensor — mas esta linha já é WSF, que não tem esse viés por construção; a nota vale para quem comparar com a série de classificação em paralelo. Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão)."
forma_urbana,tete,2010,cagr_pct_ano_desde_2005_assentamento_wsf,2.587,%/ano,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","CAGR = (area(2010)/area(2005))^(1/5) - 1, sobre a série WSF acima.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2015,cagr_pct_ano_desde_2010_assentamento_wsf,3.8322,%/ano,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","CAGR = (area(2015)/area(2010))^(1/5) - 1, sobre a série WSF acima.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2005,concentracao_direcional_r_desde_2000,0.1531,adimensional_0_1,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=4436.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2010,concentracao_direcional_r_desde_2005,0.1052,adimensional_0_1,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=4354.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2015,concentracao_direcional_r_desde_2010,0.1447,adimensional_0_1,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=7513.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2020,concentracao_direcional_r_desde_2015,0.2577,adimensional_0_1,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=2730.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2025,concentracao_direcional_r_desde_2020,0.2749,adimensional_0_1,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=4679.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2000,densidade_borda_m_ha_urbano,0.8392,m/ha,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2000_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=12361. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2005,densidade_borda_m_ha_urbano,1.3206,m/ha,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2005_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=18491. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2010,densidade_borda_m_ha_urbano,1.5157,m/ha,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2010_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=26246. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida. 2010 usa Landsat 7 SLC-off (docs/ADR/0005): 26,64% dos pixels da AOI têm menos de 4 observações válidas no composto de estação seca (data/interim/slc_off_2010_cobertura.csv). Métricas derivadas da classificação própria de 2010 (ou de período que usa 2010 como t0/t1) herdam essa cobertura desigual — não é um viés de comissão adicional, é ruído de amostragem de composto que pode inflar heterogeneidade espacial espúria (manchas, densidade de borda, tipologia)."
forma_urbana,tete,2015,densidade_borda_m_ha_urbano,1.8295,m/ha,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2015_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=33165. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2020,densidade_borda_m_ha_urbano,1.8109,m/ha,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2020_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=34835. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2025,densidade_borda_m_ha_urbano,1.8736,m/ha,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2025_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=37645. Sensível à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) Comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2023,densidade_edificacoes_km2,5465.55,edificacoes_por_km2,observado,A,"Google Open Buildings v3, recorte AOI — data/raw/open_buildings_v3_aoi.csv (ver data/raw/open_buildings_v3_aoi.csv.meta.json)","Google Open Buildings v3, edificações atribuídas ao ponto-sede mais próximo (mesma partição de Voronoi das demais métricas de forma urbana), confidence >= 0,65 (piso do próprio recorte, ver docstring).","Denominador: área construída (classificação própria, ano 2020, urbano+industrial+reassentamento) = 36.2637 km2 — SENSÍVEL à comissão medida (acurácia do usuário de `construido` = 0,286–0,625 (docs/ADR/0009; reexecutado em docs/ADR/0014): entre 37,5 % e 71,4 % do que o mapa chama de construído não é.) porque o denominador vem da classificação própria, não do WSF."
forma_urbana,tete,2005,direcao_expansao_graus_desde_2000,59.35,graus_a_partir_do_norte,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=4436.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2010,direcao_expansao_graus_desde_2005,199.16,graus_a_partir_do_norte,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=4354.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2015,direcao_expansao_graus_desde_2010,245.16,graus_a_partir_do_norte,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=7513.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2020,direcao_expansao_graus_desde_2015,93.46,graus_a_partir_do_norte,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=2730.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
